timestamp_ms,batch_height,score,block_height_delta,commit_latency_ms,commit_latency_stddev,tps,tps_acceleration,base_fee,base_fee_delta,equivocation_count,validator_set_size,total_gas_used,block_fullness,empty_block_ratio,time_since_finality_ms,peer_count,mempool_size
1773767831035,54,0,54,6.437,0,0,0,1,1,0,3,0,0,0,0,2,0
1773767843068,110,0,56,0.896,2.7705,0,0,1,0,0,3,0,0,0,0,2,0
1773767857131,171,0,61,3.331,2.2676258,0,0,1,0,0,3,0,0,0,0,2,0
1773767871178,233,0,62,1.509,2.1543527,0,0,1,0,0,3,0,0,0,0,2,0
1773767895265,285,0,52,2.942,1.9273373,0,0,1,0,0,3,0,0,0,0,2,0
1773767909321,335,0,50,3.178,1.7603581,0,0,1,0,0,3,0,0,0,0,2,0
1773767921378,387,0,52,7.834,2.3366604,0,0,1,0,0,3,0,0,0,0,2,0
1773767933424,441,0,54,12.786,3.707107,0,0,1,0,0,3,0,0,0,0,2,0
1773767979629,491,0,50,2.316,3.5856602,0,0,1,0,0,3,0,0,0,0,2,0
1773767991660,542,0,51,2.907,3.438527,0,0,1,0,0,3,0,0,0,0,2,0
1773768003683,592,0,50,3.269,3.2949781,0,0,1,0,0,3,0,0,0,0,2,0
1773768031803,643,0,51,6.392,3.206776,0,0,1,0,0,3,0,0,0,0,2,0
1773768045863,699,0,56,8.475,3.2594304,0,0,1,0,0,3,0,0,0,0,2,0
1773768057908,752,0,53,1.839,3.2315161,0,0,1,0,0,3,0,0,0,0,2,0
1773768069957,804,0,52,3.722,3.1292574,0,0,1,0,0,3,0,0,0,0,2,0
1773768098098,858,0,54,12.489,3.5915425,0,0,1,0,0,3,0,0,0,0,2,0
1773768112158,908,0,50,3.551,3.501413,0,0,1,0,0,3,0,0,0,0,2,0
1773768126215,961,0,53,2.054,3.4661076,0,0,1,0,0,3,0,0,0,0,2,0
1773768170388,1012,0,51,2.095,3.426277,0,0,1,0,0,3,0,0,0,0,2,0
1773768182430,1062,0,50,1.857,3.3938737,0,0,1,0,0,3,0,0,0,0,2,0
1773768200524,1121,0,59,1.061,3.3918076,0,0,1,0,0,3,0,0,0,0,2,0
1773768232659,1127,0.1,6,0,3.4343994,0,0,1,0,0,3,0,0,0,30000,2,0
1773768244681,1177,0,50,2.947,3.3676147,0,0,1,0,0,3,0,0,0,0,2,0
1773768258740,1232,0,55,3.542,3.2984755,0,0,1,0,0,3,0,0,0,0,2,0
1773768304949,1282,0,50,5.805,3.249882,0,0,1,0,0,3,0,0,0,0,2,0
1773768321020,1332,0,50,1.691,3.2210855,0,0,1,0,0,3,0,0,0,0,2,0
1773768335070,1382,0,50,13.716,3.6514838,0,0,1,0,0,3,0,0,0,0,2,0
1773768365225,1382,0.35,0,0,3.6772401,0,0,1,0,0,3,0,0,0,30000,2,0
1773768379254,1441,0,59,6.88,3.64532,0,0,1,0,0,3,0,0,0,0,2,0
1773768606662,52,0,52,1.462,0,0,0,1,1,0,3,0,0,0,0,3,0
1773768628754,103,0,51,3.978,1.2579999,0,0,1,0,0,3,0,0,0,0,3,0
1773768658877,158,0,55,1.914,1.0951741,0,0,1,0,0,3,0,0,0,0,3,0
1773768689006,220,0,62,3.976,1.1556032,0,0,1,0,0,3,0,0,0,0,3,0
1773768725199,273,0,53,3.418,1.059804,0,0,1,0,0,3,0,0,0,0,3,0
1773768745308,324,0,51,3.039,0.96803784,0,0,1,0,0,3,0,0,0,0,3,0
1773768779458,383,0,59,2.891,0.89659786,0.15254237,0.15254237,1,0,0,3,0,0,0,0,3,1
1773768799569,435,0,52,26.545,7.8469386,0.26923078,0.116688415,1,0,0,4,0,0,0,0,3,2
1773768821694,486,0,51,9.817,7.499731,0.27450982,0.0052790344,1,0,0,4,0,0,0,0,3,2
1773768851829,538,0,52,3.78,7.1561284,0.44230768,0.16779786,1,0,0,4,0,0,0,0,3,3
1773768873895,594,0,56,1.099,6.971857,0.4107143,-0.031593382,1,0,0,4,0,0,0,0,3,3
1773768924145,643,0.1,49,0,6.853952,0,-0.4107143,1,0,0,4,0,0,0,30000,3,3
1773768926153,663,0,20,2.588,6.6206307,0.33333334,0.33333334,1,0,0,4,0,0,0,0,3,3
1773768946307,718,0,55,2.382,6.4143095,0.4181818,0.08484846,1,0,0,4,0,0,0,0,3,3
1773768988479,750,0.1,32,0,6.3103757,0,-0.4181818,1,0,0,4,0,0,0,30000,3,3
1773768996515,772,0,22,17.48,6.875026,0.42592594,0.42592594,1,0,0,4,0,0,0,0,3,3
1773769012590,823,0,51,4.767,6.6708183,0.4509804,0.025054455,1,0,0,4,0,0,0,0,3,3
1773769062822,879,0,56,1.956,6.5264535,0.4107143,-0.040266097,1,0,0,4,0,0,0,0,3,3
1773769080882,930,0,51,6.589,6.361544,0.4509804,0.040266097,1,0,0,4,0,0,0,0,3,3
1773769123047,954,0.1,24,0,6.300893,0,-0.4509804,1,0,0,4,0,0,0,30000,3,3
1773769139118,980,0,26,3.063,6.161259,0.46,0.46,1,0,0,4,0,0,0,0,3,3
1773769169248,1031,0,51,3.344,6.0272098,0.4509804,-0.009019613,1,0,0,4,0,0,0,0,3,3
1773769193354,1087,0,56,2.316,5.915269,0.4107143,-0.040266097,1,0,0,4,0,0,0,0,3,3
1773769213438,1137,0,50,3.732,5.79348,0.46,0.04928571,1,0,0,4,0,0,0,0,3,3
1773769249582,1192,0,55,3.601,5.679729,0.4181818,-0.0418182,1,0,0,4,0,0,0,0,3,3
1773769273687,1247,0,55,4.713,5.5695205,0.4181818,0,1,0,0,4,0,0,0,0,3,3
1773769315891,1299,0,52,3.635,5.468175,0.44230768,0.024125874,1,0,0,4,0,0,0,0,3,3
1773769338021,1350,0,51,1.387,5.4010587,0.4509804,0.008672714,1,0,0,4,0,0,0,0,3,3
1773769370165,1400,0,50,1.918,5.3265595,0.46,0.009019613,1,0,0,4,0,0,0,0,3,3
1773769390245,1450,0,50,3.577,5.2387466,0.46,0,1,0,0,4,0,0,0,0,3,3
1773769410342,1502,0,52,16.796,5.6066594,0.44230768,-0.017692327,1,0,0,4,0,0,0,0,3,3
1773769442454,1554,0,52,3.674,5.521258,0.44230768,0,1,0,0,4,0,0,0,0,3,3
1773769466556,1607,0,53,1.743,5.46006,0.43396226,-0.008345425,1,0,0,4,0,0,0,0,3,3
1773769500690,1657,0,50,3.208,5.384167,0.46,0.026037753,1,0,0,4,0,0,0,0,3,3
1773769528867,1708,0,51,213.088,35.146606,0.4509804,-0.009019613,1,0,0,4,0,0,0,0,3,3
