timestamp_ms,batch_height,score,block_height_delta,commit_latency_ms,commit_latency_stddev,tps,tps_acceleration,base_fee,base_fee_delta,equivocation_count,validator_set_size,total_gas_used,block_fullness,empty_block_ratio,time_since_finality_ms,peer_count,mempool_size
1773836199184,272,0.005419551,51,1.583,0.39323914,0,0,1,0,0,3,0,0,0,0,2,0
1773836245375,330,0.011660724,58,2.272,0.39093536,0,0,1,0,0,3,0,0,0,0,2,0
1773836267470,382,0.005579633,52,1.705,0.37009332,0,0,1,0,0,3,0,0,0,0,2,0
1773836297626,437,0.007268871,55,3.279,0.57407945,0,0,1,0,0,3,0,0,0,0,2,0
1773836317675,487,0.0053299456,50,3.942,0.80002,0,0,1,0,0,3,0,0,0,0,2,0
1773836335738,544,0.009680364,57,2.919,0.7831206,0,0,1,0,0,3,0,0,0,0,2,0
1773836380000,596,0.0050484086,52,8.196,1.8416394,0,0,1,0,0,3,0,0,0,0,2,0
1773836396088,648,0.005059973,52,1.715,1.792016,0,0,1,0,0,3,0,0,0,0,2,0
1773836430236,698,0.0050602877,50,3.908,1.7479415,0,0,1,0,0,3,0,0,0,0,2,0
1773836454296,749,0.0049509066,51,2.324,1.6900688,0,0,1,0,0,3,0,0,0,0,2,0
1773836470364,805,0.007758943,56,3.589,1.6438603,0,0,1,0,0,3,0,0,0,0,2,0
1773836500501,860,0.006691855,55,3.795,1.6071491,0,0,1,0,0,3,0,0,0,0,2,0
1773836510549,911,0.0049812417,51,7.684,1.918511,0,0,1,0,0,3,0,0,0,0,2,0
1773836524599,973,0.017936403,62,10.645,2.5248315,0,0,1,0,0,3,0,0,0,0,2,0
1773836570787,1035,0.01860855,62,4.2,2.4608386,0,0,1,0,0,3,0,0,0,0,2,0
1773836598871,1091,0.0071743573,56,5.549,2.4337685,0,0,1,0,0,3,0,0,0,0,2,0
1773836632995,1112,0.110443786,21,0,2.5057957,0,0,1,0,0,3,0,0,0,30000,2,0
1773836643038,1145,0.04940102,33,10.419,2.8333566,0,0,1,0,0,3,0,0,0,0,2,0
1773836661076,1200,0.006144346,55,3.59,2.7717211,0,0,1,0,0,3,0,0,0,0,2,0
1773836699239,1245,0.18515413,45,0,2.821423,0,0,1,0,0,3,0,0,0,30000,2,0
1773836701243,1252,0.24949563,7,2.506,2.7744505,0,0,1,0,0,3,0,0,0,0,2,0
1773836715266,1302,0.004817559,50,3.278,2.721568,0,0,1,0,0,3,0,0,0,0,2,0
1773836725292,1356,0.0053826417,54,4.098,2.6720567,0,0,1,0,0,3,0,0,0,0,2,0
1773836735328,1412,0.0070688287,56,5.421,2.6441157,0,0,1,0,0,3,0,0,0,0,2,0
1773836785507,1464,0.004611659,52,4.833,2.6059732,0,0,1,0,0,3,0,0,0,0,2,0
1773836833723,1518,0.0056012906,54,2.2,2.5775034,0,0,1,0,0,3,0,0,0,0,2,0
1773836847795,1570,0.004705071,52,7.707,2.6320205,0,0,1,0,0,3,0,0,0,0,2,0
1773836867869,1621,0.0046350695,51,6.075,2.6195793,0,0,1,0,0,3,0,0,0,0,2,0
1773836918125,1672,0.004761231,51,1.332,2.6171741,0,0,1,0,0,3,0,0,0,0,2,0
1773836968383,1729,0.008208179,57,7.738,2.661507,0,0,1,0,0,3,0,0,0,0,2,0
1773836978418,1784,0.0060570827,55,8.62,2.7362907,0,0,1,0,0,3,0,0,0,0,2,0
1773836990462,1842,0.009894626,58,4.239,2.6981442,0,0,1,0,0,3,0,0,0,0,2,0
1773837002487,1893,0.0118781,51,27.594,4.6493654,0,0,1,0,0,3,0,0,0,0,2,0
1773837050677,1947,0.004629046,54,3.829,4.59,0,0,1,0,0,3,0,0,0,0,2,0
1773837098865,1999,0.004003179,52,4.537,4.5308423,0,0,1,0,0,3,0,0,0,0,2,0
1773837116911,2049,0.0045496295,50,7.444,4.4944196,0,0,1,0,0,3,0,0,0,0,2,0
1773837177115,2113,0.022809967,64,3.63,4.4427023,0,0,1,0,0,3,0,0,0,0,2,0
1773837195179,2168,0.0167354,55,36.039,6.484248,0,0,1,0,0,3,0,0,0,0,2,0
1773837241327,2218,0.0041366816,50,2.844,6.4207034,0,0,1,0,0,3,0,0,0,0,2,0
1773837263409,2273,0.004861112,55,2.028,6.367398,0,0,1,0,0,3,0,0,0,0,2,0
1773837297523,2288,0.12251716,15,0,6.3452835,0,0,1,0,0,3,0,0,0,30000,2,0
1773837313579,2328,0.022365974,40,7.165,6.2823243,0,0,1,0,0,3,0,0,0,0,2,0
1773837325628,2383,0.0045179725,55,5.345,6.215143,0,0,1,0,0,3,0,0,0,0,2,0
1773837363772,2420,0.12485105,37,0,6.195886,0,0,1,0,0,3,0,0,0,30000,2,0
1773837367787,2438,0.15288517,18,11.516,6.197908,0,0,1,0,0,3,0,0,0,0,2,0
1773837383860,2488,0.004444556,50,9.498,6.1638823,0,0,1,0,0,3,0,0,0,0,2,0
1773837432063,2542,0.0041676075,54,3.093,6.111317,0,0,1,0,0,3,0,0,0,0,2,0
1773837452141,2594,0.0036444843,52,8.297,6.0660076,0,0,1,0,0,3,0,0,0,0,2,0
1773837466204,2644,0.0042199735,50,2.451,6.0217385,0,0,1,0,0,3,0,0,0,0,2,0
1773837496321,2644,0.21785595,0,0,6.0088043,0,0,1,0,0,3,0,0,0,30000,2,0
1773837512418,2700,0.0055822404,56,4.161,5.9556384,0,0,1,0,0,3,0,0,0,0,2,0
1773837524458,2763,0.018408269,63,5.125,5.9022336,0,0,1,0,0,3,0,0,0,0,2,0
1773837562616,2797,0.11535138,34,0,5.890054,0,0,1,0,0,3,0,0,0,30000,2,0
1773837566632,2814,0.15620841,17,3.833,5.841447,0,0,1,0,0,3,0,0,0,0,2,0
1773837588692,2875,0.014257258,61,1.915,5.806257,0,0,1,0,0,3,0,0,0,0,2,0
1773837634882,2930,0.004808227,55,4.062,5.759032,0,0,1,0,0,3,0,0,0,0,2,0
1773837644910,2985,0.004652062,55,6.844,5.716303,0,0,1,0,0,3,0,0,0,0,2,0
1773837654957,3038,0.0037571779,53,6.683,5.673727,0,0,1,0,0,3,0,0,0,0,2,0
1773837701102,3100,0.015939752,62,5.533,5.628801,0,0,1,0,0,3,0,0,0,0,2,0
1773837711147,3154,0.004438343,54,2.343,5.5950174,0,0,1,0,0,3,0,0,0,0,2,0
1773837721215,3210,0.005760238,56,4.031,5.5853734,0,0,1,0,0,3,0,0,0,0,2,0
1773837731261,3262,0.0037161591,52,4.447,5.5759645,0,0,1,0,0,3,0,0,0,0,2,0
1773837769406,3312,0.00424505,50,3.225,5.5636845,0,0,1,0,0,3,0,0,0,0,2,0
1773837787466,3363,0.0054179123,51,15.523,5.690437,0,0,1,0,0,3,0,0,0,0,2,0
1773837819567,3414,0.003842317,51,3.758,5.6743097,0,0,1,0,0,3,0,0,0,0,2,0
1773837841659,3467,0.0037998264,53,4.751,5.6613812,0,0,1,0,0,3,0,0,0,0,2,0
1773837857718,3520,0.003784545,53,5.26,5.64204,0,0,1,0,0,3,0,0,0,0,2,0
1773837895836,3560,0.1403503,40,0,5.67656,0,0,1,0,0,3,0,0,0,30000,2,0
1773837901853,3571,0.21270251,11,3.802,5.6771584,0,0,1,0,0,3,0,0,0,0,2,0
1773837909891,3623,0.0039003266,52,9.813,5.69397,0,0,1,0,0,3,0,0,0,0,2,0
1773837919916,3677,0.0043235365,54,2.966,5.6926885,0,0,1,0,0,3,0,0,0,0,2,0
1773837929943,3734,0.006909595,57,3.584,5.678225,0,0,1,0,0,3,0,0,0,0,2,0
1773837970074,3798,0.021456016,64,5.018,5.675091,0,0,1,0,0,3,0,0,0,0,2,0
1773837992142,3849,0.003830638,51,4.092,5.6638694,0,0,1,0,0,3,0,0,0,0,2,0
1773838026269,3902,0.003951524,53,2.816,5.6688066,0,0,1,0,0,3,0,0,0,0,2,0
1773838046347,3955,0.004419122,53,13.056,5.7408495,0,0,1,0,0,3,0,0,0,0,2,0
1773838056384,4013,0.008177802,58,4.086,5.738347,0,0,1,0,0,3,0,0,0,0,2,0
1773838078466,4067,0.0040909704,54,7.906,5.7107196,0,0,1,0,0,3,0,0,0,0,2,0
1773838100553,4122,0.008289078,55,23.296,6.116399,0,0,1,0,0,3,0,0,0,0,2,0
1773838126633,4175,0.0036264013,53,5.668,6.1163235,0,0,1,0,0,3,0,0,0,0,2,0
1773838158756,4232,0.006328356,57,8.116,6.0775485,0,0,1,0,0,3,0,0,0,0,2,0
1773838168804,4285,0.0037255476,53,4.034,6.056323,0,0,1,0,0,3,0,0,0,0,2,0
1773838180855,4337,0.0035650185,52,5.427,6.049724,0,0,1,0,0,3,0,0,0,0,2,0
1773838190899,4395,0.007638662,58,8.623,6.0124054,0,0,1,0,0,3,0,0,0,0,2,0
1773838231060,4451,0.005330094,56,7.606,5.9986973,0,0,1,0,0,3,0,0,0,0,2,0
1773838253107,4504,0.0037282142,53,4.261,5.992634,0,0,1,0,0,3,0,0,0,0,2,0
1773838299317,4561,0.006458193,57,6.236,5.987091,0,0,1,0,0,3,0,0,0,0,2,0
1773838315388,4617,0.005544451,56,4.353,5.9906635,0,0,1,0,0,3,0,0,0,0,2,0
1773838361544,4670,0.0039840015,53,1.78,6.0131607,0,0,1,0,0,3,0,0,0,0,2,0
1773838375617,4720,0.0042148186,50,2.548,6.009776,0,0,1,0,0,3,0,0,0,0,2,0
1773838391668,4778,0.008641694,58,1.036,6.039106,0,0,1,0,0,3,0,0,0,0,2,0
1773838433831,4844,0.027307462,66,6.124,6.039117,0,0,1,0,0,3,0,0,0,0,2,0
1773838443864,4895,0.003766143,51,3.882,6.0164557,0,0,1,0,0,3,0,0,0,0,2,0
1773838453900,4947,0.0036982114,52,2.997,6.0244617,0,0,1,0,0,3,0,0,0,0,2,0
1773838496042,5002,0.032996994,55,51.728,8.272324,0,0,1,0,0,3,0,0,0,0,2,0
1773838520113,5055,0.0030453224,53,8.502,8.269768,0,0,1,0,0,3,0,0,0,0,2,0
1773838564414,5106,0.003466924,51,3.491,7.848751,0,0,1,0,0,3,0,0,0,0,2,0
1773838582479,5157,0.0035166985,51,2.861,7.854515,0,0,1,0,0,3,0,0,0,0,2,0
1773838628631,5213,0.0045813173,56,6.463,7.8512783,0,0,1,0,0,3,0,0,0,0,2,0
1773838644693,5263,0.003982024,50,7.83,7.852257,0,0,1,0,0,3,0,0,0,0,2,0
1773838654709,5316,0.003120013,53,6.935,7.844961,0,0,1,0,0,3,0,0,0,0,2,0
1773838700884,5337,0.10589171,21,0,6.939717,0,0,1,0,0,3,0,0,0,30000,2,0
1773838708912,5372,0.041470904,35,8.154,6.9349737,0,0,1,0,0,3,0,0,0,0,2,0
1773838716960,5423,0.0037217191,51,2.217,6.933348,0,0,1,0,0,3,0,0,0,0,2,0
1773838757106,5468,0.16464068,45,0,6.9333477,0,0,1,0,0,3,0,0,0,30000,2,0
1773838759108,5480,0.2057473,12,5.6,6.9317446,0,0,1,0,0,3,0,0,0,0,2,0
1773838769157,5530,0.004028253,50,3.574,6.9375005,0,0,1,0,0,3,0,0,0,0,2,0
1773838789250,5582,0.003370744,52,7.31,6.8996935,0,0,1,0,0,3,0,0,0,0,2,0
1773838839459,5636,0.0036779335,54,8.094,6.8699517,0,0,1,0,0,3,0,0,0,0,2,0
1773838891664,5687,0.0036061984,51,3.869,6.859975,0,0,1,0,0,3,0,0,0,0,2,0
1773838903710,5741,0.0038751853,54,3.54,6.8573804,0,0,1,0,0,3,0,0,0,0,2,0
1773838962047,5795,0.004236367,54,1.097,6.87564,0,0,1,0,0,3,0,0,0,0,2,0
1773838976098,5851,0.005087504,56,5.166,6.8634872,0,0,1,0,0,3,0,0,0,0,2,0
1773838992135,5901,0.004011612,50,4.982,6.825438,0,0,1,0,0,3,0,0,0,0,2,0
1773839032292,5951,0.0040193894,50,5.688,6.82207,0,0,1,0,0,3,0,0,0,0,2,0
1773839042305,6005,0.0036957958,54,6.238,6.821492,0,0,1,0,0,3,0,0,0,0,2,0
1773839052365,6055,0.0040881326,50,7.127,6.7820535,0,0,1,0,0,3,0,0,0,0,2,0
1773839090583,6094,0.13135011,39,0,6.8180017,0,0,1,0,0,3,0,0,0,30000,2,0
1773839094590,6116,0.11874364,22,7.706,6.802018,0,0,1,0,0,3,0,0,0,0,2,0
1773839114662,6167,0.0038143473,51,9.511,6.8105893,0,0,1,0,0,3,0,0,0,0,2,0
1773839160866,6219,0.003387531,52,5.017,6.811424,0,0,1,0,0,3,0,0,0,0,2,0
1773839172924,6274,0.004614358,55,2.528,6.8254905,0,0,1,0,0,3,0,0,0,0,2,0
1773839182977,6329,0.0042586713,55,5.74,6.825293,0,0,1,0,0,3,0,0,0,0,2,0
1773839193049,6382,0.0035934118,53,3.143,6.8192163,0,0,1,0,0,3,0,0,0,0,2,0
1773839247273,6433,0.003697458,51,8.422,6.8204846,0,0,1,0,0,3,0,0,0,0,2,0
1773839255298,6488,0.0043260646,55,4.869,6.819053,0,0,1,0,0,3,0,0,0,0,2,0
1773839301511,6541,0.0034515082,53,4.952,6.810872,0,0,1,0,0,3,0,0,0,0,2,0
1773839337646,6591,0.005309129,50,14.15,6.783479,0,0,1,0,0,3,0,0,0,0,2,0
1773839361731,6641,0.004203192,50,8.461,6.782676,0,0,1,0,0,3,0,0,0,0,2,0
1773839371777,6694,0.0034553495,53,8.238,6.7846603,0,0,1,0,0,3,0,0,0,0,2,0
1773839385848,6749,0.004454389,55,3.748,6.790783,0,0,1,0,0,3,0,0,0,0,2,0
1773839426027,6804,0.0046723075,55,2.307,6.7635727,0,0,1,0,0,3,0,0,0,0,2,0
1773839434064,6855,0.0036312942,51,3.723,6.764032,0,0,1,0,0,3,0,0,0,0,2,0
1773839444073,6909,0.0037070245,54,6.97,6.7500453,0,0,1,0,0,3,0,0,0,0,2,0
1773839454099,6962,0.0037265979,53,2.187,6.75664,0,0,1,0,0,3,0,0,0,0,2,0
1773839484217,7012,0.0040327357,50,5.793,6.748676,0,0,1,0,0,3,0,0,0,0,2,0
1773839506308,7063,0.003588045,51,6.024,6.746926,0,0,1,0,0,3,0,0,0,0,2,0
1773839520357,7116,0.0037775382,53,1.815,6.76435,0,0,1,0,0,3,0,0,0,0,2,0
1773839556478,7144,0.10231254,28,0,6.7955914,0,0,1,0,0,3,0,0,0,30000,2,0
1773839560498,7169,0.09476985,25,2.197,6.7577534,0,0,1,0,0,3,0,0,0,0,2,0
1773839578561,7233,0.02139635,64,2.102,6.771139,0,0,1,0,0,3,0,0,0,0,2,0
1773839626714,7290,0.006834628,57,1.311,6.7914925,0,0,1,0,0,3,0,0,0,0,2,0
1773839636735,7348,0.008196889,58,2.065,6.4430776,0,0,1,0,0,3,0,0,0,0,2,0
1773839646777,7406,0.0074057286,58,8.285,6.4519033,0,0,1,0,0,3,0,0,0,0,2,0
1773839656834,7458,0.0036129626,52,2.834,6.4530444,0,0,1,0,0,3,0,0,0,0,2,0
1773839699059,7512,0.0041447873,54,2.41,6.462035,0,0,1,0,0,3,0,0,0,0,2,0
